"11"|"SYMNS, Enrique"|"Enrique Symns nació en Lanús, provincia de Buenos Aires. Su presencia aportó una cuota innovadora a revistas como Eroticón, Fin de siglo, El cazador y La Maga. Fue colaborador especial del diario Clarín, prosecretario de redacción de Satiricón, jefe de redacción de El Porteño, redactor de los diarios La Voz y Sur, y creador y director de la mítica Cerdos & Peces, revista que dejó una impronta difícil de superar por su estilo alejado de cualquier convencionalismo. En Chile, creó la revista The Clinic. Fue presentador de los shows de Los Redonditos de Ricota, Los Piojos, La Bersuit Vergarabat y Los Caballeros de la Quema. Actualmente se desempeña como redactor en los diarios Crítica y Sur, en las revistas Contraeditorial, THC y Un Caño. También forma parte del staff del programa que conduce Gillespi en Rock&Pop, “El falso impostor”."|"symns_ch.bmp"|"Symns"|"81"
"12"|"JAMES, Henry"|"Henry James, maestro indiscutido de la narrativa moderna, nació en Washington en 1843 y murió en Londres en 1916. Suele afirmarse que fue un espectador privilegiado de la existencia de los otros, pero las ochocientas páginas de la Vida de Henry James, de Leon Edel, tan sobrias como apasionadas, quizás desmientan esta leyenda, agregando que James no sólo fue un mero y ávido espectador de los rasgos psicológicos y sociales de su tiempo, sino que además supo construir una intensa y prolífica vida íntima, escribir un número abrumador de novelas y cuentos, viajar, y sufrir pasiones amorosas no correspondidas. <br>Al primer período de su producción, llamado &quot;de tema internacional&quot;, corresponden novelas como Daisy Miller (1879), Washington Square (1881) y Retrato de una dama; al segundo, su &quot;período social&quot; pertenecen Las bostonianas y La princesa Casamassima, ambas de 1886. Los grandes títulos de su último período son Lo que Maisie sabía (1897), Otra vuelta de tuerca (1898), Las alas de la paloma (1902), Los embajadores (1903), y La copa dorada (1904)."|"1henry2.jpg"|"James"|"42"
"13"|"LÓPEZ BRUSA, Esteban"|"Esteban López Brusa nació en la ciudad de La Plata en 1964. Egresado de la carrera de Letras, ejerce la docencia en el nivel secundario y dirige talleres de escritura. Fue fundador y codirector de la revista de literatura La muela del juicio . Durante años condujo el programa Huevo o cigota en Radio Universidad de La Plata. A cargo de ediciones el broche llevó adelante tareas como editor literario. Con su primera novela La temporada (1999) fue finalista del Premio Novela Planeta 1996. Tiene un libro de poemas, Dorotea la rosa del 90 (inédito). La yugoslava obtuvo el Primer Premio en el Concurso Nacional de Novela Breve Leopoldo Marechal 2001.<br><br>"|"1brusa.jpg"|"López Brusa"|"54"
"14"|"DIDEROT, Denis"|"“Adversario fraterno” de Voltaire, Denis Diderot (1713-1784) conjugó en una vasta obra –que se extiende desde piezas literarias y trabajos filosóficos hasta la crítica de arte y el estudio de los organismos vivos– las tesis del deísmo inglés con el materialismo sensualista, el empirismo de Locke y el atomismo antiguo de inspiración lucreciana. Su nombre (junto a los de Voltaire, Montesquieu, La Mettrie, Rousseau, Condorcet, D'Alembert, Condillac, Sade...) está en el preciso centro de esa extraordinaria aventura intelectual que tuvo lugar en el siglo XVIII francés, en el que la Republique des Lettres alcanzará su fruto más sublime con la Enciclopedia, proyecto colectivo de un Diccionario razonado de las ciencias, las artes y los oficios que se concretó en diecisiete volúmenes.<br><br>"|"1diderot.jpg"|"Diderot"|"25"
"15"|"DURAS, Marguerite"|"Marguerite Duras, hija de franceses, nació en los suburbios de Saigón en 1914. Su padre era profesor de matemáticas, y al morir, cuando ella tenía cuatro años, su madre decidió permanecer en Indochina con sus tres hijos. En 1932 se trasladó a París, donde estudió Derecho, Matemáticas y Ciencias Políticas. En 1943 publicó su primera novela, Les imprudents, inaugurando una producción incesante y diversa, que incluye más de veinte novelas, obras de teatro y guiones cinematográficos. En 1975 dirigió India Song, una de sus obras fundamentales, donde lleva al límite los temas centrales de su creación: el amor, la tragedia de la pérdida, y la recuperación por la memoria. En 1984 publicó El amante, novela con la que ganó el premio Goncourt, y que la consagró como una de las grandes escritoras del siglo XX. Murió en París en 1996. <br>Principales obras. Novela: La vida tranquila (1944), Moderato cantabile (1958), Le Ravisssement de Lol. V. Stein (1964), El vice-cónsul (1965), La amante inglesa (1967), El amor (1971), El amante (1984), El dolor (1985), El amante de la China del Norte (1991); Teatro: Los viaductos del Seine-et-oise (1959), El square (1965), La música (1966), Días enteros en las ramas (1968); Adaptaciones teatrales: La bestia en la jungla (1984, sobre el cuento de Henry James), Los papeles de Aspern (1984, sobre la novela de Henry James). Films: Hiroshima, mon amour (1959, guión y diálogos, dirigido por Alain Resanais), Détruire, dit-elle (1969), India Song (1975), Le Camion (1977), Le Naviere Night (1978), L´Homme Atlantique (1981).<br>"|"1duras.jpg"|"Duras"|"26"
"16"|"LA METTRIE, Julien Offray"|"<p>M&eacute;dico y fil&oacute;sofo, Julien Offray de La Mettrie (1709-1751) fue un exponente mayor del neoepicure&iacute;smo materialista del siglo XVIII y su pensamiento una anomal&iacute;a salvaje en pleno siglo de Las Luces. Cr&iacute;tico del cartesianismo, heredero del atomismo antiguo y de la tradici&oacute;n libertina moderna, obtuvo la un&aacute;nime denostaci&oacute;n de todas las corrientes filos&oacute;ficas de su tiempo, no s&oacute;lo por la radicalidad de su mecanicismo, sino tambi&eacute;n por una &eacute;tica que afirma el placer sensible como sabidur&iacute;a de vida y la b&uacute;squeda de la felicidad individual como condici&oacute;n de una sociedad emancipada de los terrores teol&oacute;gicos y pol&iacute;ticos. Viejo motivo de la &ldquo;escuela del jard&iacute;n&rdquo;, la voluptuosidad abandona con La Mettrie su clandestinidad filos&oacute;fica para constituirse en la piedra de toque de una educaci&oacute;n sentimental orientada siempre por la libertad y la meditaci&oacute;n de la vida, a resguardo de las ret&oacute;ricas tan&aacute;ticas que alberga la moral tradicional. Seg&uacute;n el autor del Discurso sobre la felicidad, la filosof&iacute;a revela el ideal asc&eacute;tico y el poder espectral que los remordimientos ejercen sobre las conciencias como puros dispositivos sacrificiales inventados por las religiones.</p>"|"1LaMettrie.jpg"|"La Mettrie"|"43"
"17"|"PASOLINI, Pier Paolo"|"Pier Paolo Pasolini nació en Bolonia en 1922. Hijo de un militar y una maestra, su infancia transcurrió en el norte de Italia. Entre 1942 y 1949 residió en el Friul, donde se dedicó a la enseñanza, a los estudios filológicos y a la escritura. Este período, signado por la muerte de su hermano Guido en la lucha partisana, representó para Pasolini no sólo el momento de “descubrimiento” de una lengua poética “virgen” y “absoluta”, sino también el de la radicalidad política y el de la diversidad del eros. En 1942 publicó su primer libro de versos en lengua friulana (Poesías a Casarsa) a los que seguirían varios volúmenes en friulano (reunidos en La mejor juventud, 1954) y en italiano ( Las cenizas de Gramsci,1957, y Trashumanar y organizar, 1971, entre otros). Acusado de “actos impuros”, abandonó la región materna en 1949 y residió hasta su muerte en Roma, ciudad cuya experiencia resultaría determinante tanto en su producción literaria como cinematográfica. <br>Su primer gran éxito literario fue la novela Muchachos de la calle (1955), objeto de un proceso por supuesta “obscenidad”, a la que siguieron Una vida violenta (1959) y El sueño de una cosa (1962). En 1961 dirigió Accattone, la primera de una serie de películas entre las que se destacan El Evangelio según Mateo (1964), Teorema (1968), Medea (1970) y Saló o los 120 días de Sodoma (1975). <br>El 1 de noviembre de 1975 fue asesinado en las playas de Ostia, en las cercanías de Roma. Trabajaba entonces en Petróleo (publicado póstumamente en 1992). <br>"|"1pasolini.jpg"|"Pasolini"|"67"
"18"|"QUIGNARD, Pascal"|"<p>Pascal Quignard naci&oacute; en 1948 en Verneul-sur-Avre, Francia, en el seno de una familia de m&uacute;sicos y especialistas en literaturas cl&aacute;sicas. Su infancia estuvo marcada por per&iacute;odos de autismo y anorexia. Ya adolescente, sus gustos se inclinaron por la m&uacute;sica, el lat&iacute;n, el griego, los estudios etimol&oacute;gicos y la literatura. En 1968 estudi&oacute; filosof&iacute;a en Nanterre. En 1969 public&oacute; un ensayo sobre la obra de Sacher-Masoch, pero fueron las novelas El sal&oacute;n de Wurtemberg (1986) y Las escaleras de Chambord (1989) las que lo dieron a conocer. Fue profesor en la &Eacute;cole pratique des hautes &eacute;tudes en sciences sociales de la universidad de Vincennes, y fund&oacute; con el presidente Francois Mitterand el festival de &oacute;pera y teatro barroco de Versalles. Desde 1969 fue colaborador de la editorial Gallimard, hasta que en 1994 tom&oacute; la decisi&oacute;n de dedicarse exclusivamente a escribir. En 2002 gan&oacute; el premio Goncourt por su novela Sombras errantes, hecho que signific&oacute; la consagraci&oacute;n de una obra de una enorme riqueza y variedad, que incluye ensayos sobre filosof&iacute;a, m&uacute;sica, literatura y arte, novelas y poes&iacute;a. <br />Otras obras. Novela:<em> Carus </em>(1990, Premio de la Cr&iacute;tica), <em>Todas las ma&ntilde;anas del mundo </em>(1991, sobre la vida del m&uacute;sico Marin Marais, llevada al cine por Alain Corneau),<em> Vida secreta </em>(1999, premio de la Academia Francesa), <em>Terraza en Roma </em>(2000). Ensayo:<em> La voz del silencio </em>(1985, sobre la obra de Ren&eacute;-Louis des Forets), <em>Peque&ntilde;os tratados </em>(1981-1990), <em>La noche y el silencio </em>(1995, sobre el pintor Georges de la Tour), <em>Ret&oacute;rica especulativa </em>(1997), <em>El sexo y el espanto </em>(1996), <em>El odio de la m&uacute;sica </em>(1997), <em>El lector </em>(1999).</p>"|"autor_18.jpg"|"Quignard"|"70"
"19"|"MARION, Jean-Luc"|"Jean-Luc Marion es profesor de Historia de la Metafísica y de Fenomenología en la Sorbona (París IV) y en la Universidad de Chicago. Es uno de los mayores especialistas en Descartes. Ha publicado, entre otros, los siguientes libros: Sur l'ontologie grise de Descartes (1975), Sur le prisme métaphysique de Descartes (1986), Reduction et donation. Recherches sur Husserl, Heidegger et la phénomenologie (1989), Questions cartésiennes. Méthode et métaphisique (1991), Questions cartésiennes II. Sur l'ego et sur Dieu (1996), Etant donné. Essai d´une phénoménologie de la donation (1997). Con El fenómeno erótico (2003) culmina un proceso que se remonta a L´Idole et la Distance (1977) y se bosqueja en los Prolégomenes a la charité (1986).<br>"|"marion.jpg"|"Marion"|"58"
"20"|"MUSLIP, Eduardo"|"Eduardo Muslip naci ó en Buenos Aires en 1965. Estudió Letras en la Universidad de Buenos Aires. Es docente universitario y crítico. Actualmente reside en Estados Unidos, aunque pasa largas temporadas en Argentina. Publicó las novelas Hojas de la noche (Colihue, 1996), Fondo negro: los Lugones (Solaris, 1997) y los libros de cuentos Examen de residencia (Simurg, 2000) y La vida perdurable (Cencerro, 2004). Sus cuentos aparecieron también en diversas antologías y en revistas literarias como V de Vian, Pisar el césped y Mil mamuts .<br>"|"muslip.jpg"|"Muslip"|"65"
"21"|"ALTINI, Carlo"|"Carlo Altini (San Miniato, Pisa, 1965) estutor en la Scuola di Alti Studi de la Fondazione San Carlo de Modena, en dondecoordina también las actividades del Centro Cultural. Profesor contratado deHistoria de la filosofía política en la Facultad de Letras y Filosofía de laUniversidad de Siena, actualmente desarrolla actividades de investigación en elDepartamento de Filosofía de la Universidad de Pisa. Entre sus publicaciones,cabe señalar el trabajo monográfico Leo Strauss. <i>Linguaggio del potere elinguaggio della filosofia</i> (Bologna, 2000) y <i>La storia della filosofiacome filosofia politica </i>(Pisa, 2004), como así también diversos artículosde filosofía política publicados en las revistas <i>Comprendre, Filosofiapolitica, Intersezioni, Iride, La società degli individui y Res Publica. </i>Hasido además editor de: <i>L. Strauss, Filosofia e Legge</i> (Firenze, 2003);<i>A. Kojève e C. Schmitt, Carteggio </i>(en “Filosofia politica”, 2003); <i>L.Strauss e H.-G. Gadamer, Carteggio su “Verità e metodo” </i>(en “Micromega”,2003)."|"Altini.jpg"|"Altini"|"4"
"22"|"ECHAVARREN, Roberto"|"Roberto Echavarren nació y vive en Montevideo. Ejerció como profesor titular de literatura iberoamericana y comparada en la Universidad de Nueva York. Fue guionista, co-director y montajista de la película Casino Atlántico (1989) que recibió varios premios en festivales de Estados Unidos. <br>   Entre sus últimas publicaciones se encuentran la novela Ave roc (editada en Uruguay y Argentina, 1995); su ensayo Arte andrógino (Premio del Ministerio de Cultura del Uruguay, editado en Uruguay, Argentina y España, 1998-2003); una antología de sus varios libros de poemas, junto a una miscelánea de artículos críticos sobre su obra: Performance: género y transgénero (Buenos Aires, 2000); y los libros de poemas Casino Atlántico (Montevideo, 2004) y Centralasia (Buenos Aires, 2005).<br>"|"echavarren2.jpg"|"Echevarren"|"27"
"23"|"LA MOTHE LE VAYER, Francois"|"Con sus amigos Pierre Gassendi, Élie Diodati y Gabriel Naudé, François de La Mothe Le Vayer (1588-1672) conformará en los primeros decenios del siglo XVII la famosa Tétrade, sociedad fundadora del libertinismo erudito, lugar de encuentro y de pensamiento protegido por las leyes del secreto fraternal. Allí nacerán varios de los escritos más audaces de la Modernidad clásica; entre ellos, los nueve diálogos que aparecen a partir de 1631, con un falso pie de imprenta y cuyo autor se ocultaba bajo el seudónimo de Orasius Tubero, los Dialogues faits à l'imitation des anciens.<br>"|"sin_foto.jpg"|"Le Vayer"|"49"
"24"|"DES FORÊTS, Louis-René "|"<p>Louis-Ren&eacute; des For&ecirc;ts naci&oacute; en Par&iacute;s en 1918. Asiste a colegios como interno desde los nueve a&ntilde;os, particularmente en un colegio religioso de Breta&ntilde;a. Luego estudia derecho y ciencias pol&iacute;ticas en Par&iacute;s, y escribe cr&iacute;ticas musicales. Despu&eacute;s de estar enrolado de 1939 a 1941, se instala en el campo donde termina su novela Los mendigos. Participa en la Resistencia. Tras la Liberaci&oacute;n, escribe El charlat&aacute;n. A partir de 1953, colabora en la editorial Gallimard. En 1969, La habitaci&oacute;n de los ni&ntilde;os obtiene el Premio de los Cr&iacute;ticos. En 1967, publica Las arp&iacute;as del mar, versi&oacute;n pros&oacute;dica del fragmento de una novela inconclusa. En 1988, publica los Poemas de Samuel Wood. En 1991, recibe el Gran Premio Nacional de las letras por \"el conjunto de su obra\". En 1997, publica los fragmentos autobiogr&aacute;ficos de Ostinato. Muere el 30 de diciembre de 2000. Conocido y valorado por sus pares (Georges Bataille, Michel Leiris, Raymond Queneau, Maurice Blanchot, Philippe Jaccottet, Yves Bonnefoy), Louis-Ren&eacute; des For&ecirc;ts fue conquistando tambi&eacute;n a autores j&oacute;venes franceses como Pascal Quignard, Richard Millet o G&eacute;rard Mac&eacute;, , que vieron en &eacute;l a uno de sus maestros. Con la reedici&oacute;n de su narrativa en Gallimard, la cr&iacute;tica lo descubri&oacute; en los a&ntilde;os 80, y la obra termin&oacute; de consagrarse en los '90 como una de las m&aacute;s originales de la literatura contempor&aacute;nea. Su obra p&oacute;stuma es Paso a paso hasta el &uacute;ltimo (El cuenco de plata, 2008).</p>"|"desforets2.jpg"|"des Forêts"|"23"
"25"|"GARCÍA LAO, Fernanda"|"<p>Fernanda García Lao nació en Mendoza en 1966. Su familia se exilió en Madrid en 1976, donde residió con algunas idas y vueltas hasta 1993, año en que se instaló en Buenos Aires. Estudió danza clásica, piano, actuación, dramaturgia y periodismo. <br>  Además del Primer premio de Novela del Fondo Nacional de las Artes 2004, obtuvo el Tercer premio de Novela Julio Cortázar 2004, el Subsidio a la creación de la Fundación Antorchas por su obra teatral Ser el amo (estrenada en 2002) y el Primer premio de la Secretaría de Cultura de la Nación, por La mirada horrible (estrenada en 2000), entre otros.<br>  Es autora de Coro de Inmorales (relatos), Morder la mano (cuentos) y Vagabundas (despropósito), aún inéditos. En teatro, también ha escrito La amante de Baudelaire, vestida de terciopelo (estrenada en 2004 con el auspicio de la Embajada de Francia y Proteatro), Desde el acantilado (publicada por el Instituto Nacional de Teatro), Accidente en la Ingle, Sillón de tres cuerpos, El sol en la cara, Falso tenis y El cordón.<br>  Publicados por El cuenco de plata: Muerta de hambre y La perfecta otra cosa.</p><p>Links:<br>  Foro de Fernanda García Lao <br>  http://fernandagarcialao.blogspot.com</p>"|"fernanda.jpg"|"Garcia Lao"|"33"
"26"|"LIPCOVICH, Pedro"|"Pedro Lipcovich (Buenos Aires, 1950). Libros publicados: El nombre verdadero (1989), Muñecos chicos (El cuenco de plata, 2005). Unas polillas obtuvo el Primer Premio del Fondo Nacional de las Artes 2009. redaliz (incluido en este volumen) recibió el Premio Internacional de Cuento “Juan Rulfo”, otorgado por el Centro Cultural de México en París y Radio Francia Internacional."|"PEDRO.jpg"|"Lipcovich"|"52"
"27"|"ALSINA THEVENET, Homero"|"Homero Alsina Thevenet nació en Montevideo en1922, y falleció en la misma ciudad en diciembre de 2005. Su primera influenciaen el campo del cine fue la de Arturo Despouey, un dandy que le inculcó elrigor minucioso, que lo hizo entrar como crítico en la revista <i>Cine RadioActualidad.</i> Más adelante escribió para el célebre semanario <i>Marcha</i>,donde estableció una amistad duradera con Juan Carlos Onetti. Dirigió unafamosa sección de espectáculos en el diario <i>El País</i>, en la quecolaboraron Emir Rodríguez Monegal y Taco Larreta. Con otros críticos uruguayospercibieron antes que en otros países la importancia de Ingmar Bergman en unfestival de Punta del Este, y actuaron en consecuencia, alentando su carrera.Pasó luego a Buenos Aires, donde trabajó en revistas como <i>Adán</i>, <i>Panorama</i> y los diarios <i>Página 12 </i>y <i>La Razón.</i> También conoció allí a susegunda mujer, Eva Salvo. Con ella regresaron a Montevideo, donde fundó en 1989el suplemento &quot;Cultural&quot; del diario <i>El País. </i><br>Publicó más de veinte libros, muchos de ellosrecopilaciones de sus críticas en publicaciones periódicas, famosas por susentido del humor, acidez y precisión en los datos, fechas y nombres. Entreestos títulos se destacaron <i>Censura y otras presiones sobre el cine </i>(conreedición aumentada y corregida),<i> Cine sonoro americano y los Oscars decine, Listas negras en el cine</i>. Sacó dos tomos de una <i>Enciclopedia dedatos inútiles. </i> <br>Con el catalán Joaquín Romaguera compiló untomo de <i>Textos y manifiestos del cine</i> y otro de <i>Fuentes y documentosdel cine.</i> En <i>Historia del cine americano</i> escribió el tomocorrespondiente al cine mudo: <i>Desde la creación al primer sonido(1893-1930).</i> Fue un fumador empedernido hasta los 80 años,gustaba de imitar a Groucho Marx, y su generosidad y buena disposición para serconsultado fueron muy apreciadas por varias generaciones de periodistas que lotomaron como maestro, puesto del que disfrutaba plenamente.<br><b><i>Elvio E. Gandolfo</i></b><b><i></i></b>"|"homero4.jpg"|"Alsina Thevenet"|"3"
"28"|"CAMPANELLA, Tomasso"|"Siempre en la cornisa de la herejía, Campanella (1568-1639) sufrió a lo largo de su vida múltiples procesos inquisitoriales –el primero de los cuáles por sospecha de relaciones con el demonio, debido a que resultaba inconcebible la cantidad de conocimientos que tenía siendo casi un niño. Finalmente fue condenado a prisión perpetua por rebelión y herejía en 1599; veintisiete años más tarde, en 1626, se hizo pasar por loco y mediante este ardid logró ser liberado de las mazmorras napolitanas. Allí escribió muchas de sus obras, entre ellas esta Apología de Galileo (1622).<br>"|"sin_foto.jpg"|"Campanella"|"16"
