"11"|"31"|"978-987-21615-1-8"|"320 / Precio: $ ---.-"|"Sergio Sánchez"|"<p>&ldquo;Este libro estudia las fuentes y del contexto hist&oacute;rico de la filosof&iacute;a de Nietzsche atento a identificar y recorrer minuciosamente la trama francesa, y m&aacute;s gen&eacute;ricamente \"latina\", de las obras del fil&oacute;sofo. La apasionada atenci&oacute;n que Nietzsche dedica a esta dimensi&oacute;n de la cultura europea es inseparable del tortuoso \"camino del creador\", que lo lleva no s&oacute;lo a romper en su momento con Wagner sinoa abandonar por completo el mundo sordo y nebuloso de la ideolog&iacute;a germ&aacute;nica del m&uacute;sico, para volverse hacia la tradici&oacute;n francesa de la <em>clart&eacute;</em> y del an&aacute;lisis, de la \"pasi&oacute;n del conocimiento\" y el primado de la b&uacute;squeda por sobre el resultado. Una peculiar s&iacute;ntesis de erudici&oacute;n y probidad filol&oacute;gicas, fineza del an&aacute;lisis filos&oacute;fico y alerta sentido hist&oacute;rico hace de este trabajo una obra de inestimable valor para el conocimiento de Nietzsche.&rdquo;</p>"|"tapa_011.jpg"|"Nietzsche y el espíritu latino"|NULL|"2"|"0"|NULL|NULL|NULL|NULL|"0"|"0"
"12"|"9"|"978-987-21615-0-1"|"144 / Precio: $ ---.-"|NULL|"<p>&rdquo;A la manero de los maestros del nonsense, Coelho burla sistem&aacute;ticamente todas las espectativas, tuerce todos los caminos.&rdquo;<br /><strong>Guillermo Piro, <em>P&aacute;gina/12</em></strong></p><p>&nbsp;</p><p>&rdquo;Qu&eacute; raro encontrar en un narrador actual esas pasiones de la literatura por las que hoy nadie pregunta. El elogio de la realidad por evasi&oacute;n, el elogio de la belleza sin esteticismo, el suspenso sin sometimiento a los imperativos de la trama.&rdquo;<br /><strong>Luis Chitarroni</strong></p>"|"tapa_012.jpg"|"Borneo"|NULL|"8"|"0"|NULL|NULL|NULL|NULL|"0"|"0"
"13"|"7"|"978-987-21274-9-2"|"176 / Precio: $ 220.-"|"Amalia Sato"|"<p>La operaci&oacute;n critica de Haroldo de Campos expresada en textos sobre Manuel Bandeira, Oswald de Andrade, Carlos Drummond de Andrade, Murilo Mendes, Jo&atilde;o Cabral de Melo Neto, Guimar&atilde;es Rosa, Sous&acirc;ndrade, Jos&eacute; de Alencar, Machado de Assis, Graciliano Ramos, M&aacute;rio de Andrade, Clarice Lispector, Paulo Leminski, Jo&atilde;o Ubaldo Ribeiro, Grupo Noigandres.</p>"|"tapa_013.jpg"|"Brasil Transamericano"|NULL|"5"|"0"|NULL|NULL|NULL|NULL|"220"|"100"
"14"|"11"|"978-987-21615-2-6"|"288 / Precio: $ ---.-"|NULL|"<p><em>El se&ntilde;or de los venenos</em> es un recorrido personal a trav&eacute;s de la otra historia, la que corre por canales subterr&aacute;neos, clandestinos, aquella que no culmina en pr&oacute;ceres ni monumentos. Es el retrato olvidado de uno de los sectores marginales que conformaron la generaci&oacute;n del '60 y la novela de iniciaci&oacute;n de un disidente toxicol&oacute;gico, de un rebelde &aacute;crata. Es el relato de la conformaci&oacute;n del periodismo contrahegem&oacute;nico m&aacute;s alternativo y la narraci&oacute;n de las aventuras de una figura transversal al crecimiento del rock y de las bandas m&aacute;s importantes de la Argentina. Es la autobiograf&iacute;a de Enrique Symns.</p>"|"tapa_014.jpg"|"El señor de los venenos"|NULL|"7"|"0"|NULL|NULL|NULL|NULL|"0"|"0"
"15"|"32"|"978-987-21615-3-4"|"416 / Precio: $ 440.-"|"Martina Polcuch"|"<p>Mientras que casi todos los casos publicados por Freud han sido objeto de investigaciones hist&oacute;ricas en estos &uacute;ltimos veinte a&ntilde;os, la \"joven homosexual\" se mantuvo al margen de las indagaciones. Resulta pues que ahora toma la palabra, post mortem, ofrece su versi&oacute;n de su encuentro con Freud, pero tambi&eacute;n de su agitada vida: el esc&aacute;ndalo de su amor&iacute;o vien&eacute;s con una prostituta de la nobleza y su condici&oacute;n de jud&iacute;a a merced del nacional-socialismo antes de padecer un exilio sin dinero. Muchas preguntas que el texto de Freud dejara sin respuesta se ven resueltas aqu&iacute;. Y al igual que Freud es desmentido en algunos puntos (como en el mismo relato del pasaje al acto), &iquest;se ver&aacute;n afectados los an&aacute;lisis de Lacan y de otros comentaristas? Ines Rieder y Diana Voigt conocieron personalmente a Sidonie Csillag. Tras haberse entrevistado en numerosas ocasiones con esa mujer a quien la edad no le hab&iacute;a quitado nada de su desbordante vitalidad, esbozan en este libro un magn&iacute;fico retrato de su vida tan peculiar. Su biograf&iacute;a puede leerse como una novela.</p>"|"tapa_15.jpg"|"Sidonie Csillag, la “joven homosexual” de Freud"|NULL|"4"|"0"|NULL|NULL|NULL|"Ediciones Literales"|"440"|"46"
"16"|"33"|"978-987-21615-4-2"|"128 / Precio: $ 260.-"|"Silvio Mattoni"|"<p>2da. edici&oacute;n</p><p>Lo dijo una novelista (Dominique Desanti): \"psicoanalizar es un oficio de perros\". Y un psicoanalista (Jacques Lacan) lo aprob&oacute; p&uacute;blicamente, llegando a escribir en Le Monde: \"Cl&eacute;o [la hero&iacute;na de Un oficio de perros] ofrece sin ser chocante lo que de verdaderos psicoanalistas nunca en la vida revelar&aacute;n: la verdad de una mujer sobre el amor\". &iquest;Qu&eacute; es entonces amar como perro? &iquest;Qu&eacute; es amar a un perro? &iquest;Qu&eacute; es el amor perro? &iquest;Qu&eacute; la perrer&iacute;a amorosa? Sidonie Csillag (llamada \"joven homosexual\" en Freud), fallecida en 1999, ejemplific&oacute; en su vida ese amor perro. Su ense&ntilde;anza es tomada en cuenta en este libro. El resultado es un curioso intercambio de lugares entre discurso psicoanal&iacute;tico y discurso lesbiano donde se aclara un punto que hab&iacute;a persistido como uno de los m&aacute;s oscuros en el psicoan&aacute;lisis: el amor de transferencia.</p>"|"tapa_16.jpg"|"La sombra de tu perro"|"Discurso psicoanalítico, discurso lesbiano"|"2"|"0"|NULL|NULL|NULL|"Ediciones Literales"|"260"|"100"
"17"|"3"|"978-987-21615-5-0"|"160 / Precio: $ ---.-"|NULL|"<p>En la mejor tradici&oacute;n de la picaresca argentina (Payr&oacute;, Cancela o las Aguafuertes de Roberto Arlt), el maestro Juan Filloy hace un corte transversal de estilos y clases sociales para plasmar un mapa desopilante de la sociedad argentina que incluye malvados, crotos, cr&aacute;pulas, vagos, atorrantes, ladinos, arist&oacute;cratas en desgracia, meretrices, ninfetas, playboys, borrachines, abogados venales, empresarios ladrones, cocottes y compadritos. <br />Clasificados en categor&iacute;as &ndash;\"Gentuza de rango\", \"Gentuza de entrecasa\", \"Gentuza de poca monta\" y \"Gentuza de lo peor\"&ndash;, el humor corrosivo de Filloy instrumenta registros del habla popular, vi&ntilde;etas, retratos y relatos, para armar un divertido rompecabezas de la mala fe.</p>"|"tapa_017.jpg"|"Gentuza"|"(2ª edición)"|"6"|"0"|NULL|NULL|NULL|NULL|"0"|"0"
"18"|"13"|"978-987-21615-6-9"|"176 / Precio: $ 108.-"|NULL|"<p>&iquest;C&oacute;mo hace un libro para hablar de lo que quiere? &iquest;De lo que quiere qui&eacute;n? El narrador &ndash;que est&aacute; escribiendo la haza&ntilde;a del club de sus amores Estudiantes de la Plata&ndash; vive una realidad repartida entre perplejidades y certezas, como si saber y no saber insinuaran la misma pertenencia al registro de la ficci&oacute;n. Una escala de la protagonista en Sarajevo antes de continuar viaje a Londres, el presente de una gesta futbolera de dos d&eacute;cadas atr&aacute;s y los avatares ciegos que produce la fuga de una serpiente se re&uacute;nen en el interior de un dialecto personal que achica las distancias mientras cuenta. Esa voz entra&ntilde;able hace del encuentro con aquello que quiere su necesidad, su inconfundible novela de amor. De afuera hacia adentro de la literatura (y viceversa),&nbsp;<em>La yugoslava</em> atesora un ida y vuelta de sensibilidades al d&iacute;a, y propone un pasaje afectivo y perpetuo como el de cualquier momento feliz.</p>"|"tapa_018.jpg"|"La yugoslava"|NULL|"8"|"0"|NULL|NULL|NULL|NULL|"108"|"0"
"19"|"14"|"978-987-21615-8-5"|"160 / Precio: $ 260.-"|"Silvio Mattoni"|"<p>La <em>Carta sobre los ciegos</em>... es la primera obra original de Diderot, y su publicaci&oacute;n en 1749 le valdr&iacute;an varios meses de prisi&oacute;n en Vincennes; desde entonces el joven fil&oacute;sofo se volver&aacute; un ac&eacute;rrimo defensor de la libertad de palabra y de publicaci&oacute;n, sin descuidar el arte de la prudencia, la reticencia y la m&aacute;scara. Retomando viejas cuestiones planteadas por Berkeley, Locke, Condillac y otros, Diderot penetra aqu&iacute; filos&oacute;ficamente en el mundo de los ciegos, con un ensayo inspirado y fascinante.</p>"|"tapa_019.jpg"|"Carta sobre los ciegos para uso de los que ven"|NULL|"3"|"0"|NULL|NULL|NULL|NULL|"260"|"48"
"20"|"15"|"978-987-21615-9-3"|"208 / Precio: $ ---.-"|"Silvio Mattoni"|"<p>Incluye el gui&oacute;n de <em>India Song,</em> uno de sus filmes m&aacute;s valorados, y la obra teatral <em>La m&uacute;sica.</em></p><p><br />&rdquo;India Song quiz&aacute;s sea en verdad el fracaso de toda reconstituci&oacute;n. Si hay un logro en India Song, s&oacute;lo puede tratarse de la ejecuci&oacute;n de un proyecto de fracaso. Un desenlace que me llena de esperanza. Creo que lo que puede ser llamado tr&aacute;gico en este caso no es el contenido de la historia que se relata ni el g&eacute;nero con el cual se relaciona dentro de la clasificaci&oacute;n habitual, sino todo lo contrario: es aquello a partir de lo cual se cuenta esa historia lo que puede llamarse tr&aacute;gico, es decir, poner en una presencia correlativa tanto la destrucci&oacute;n de esa historia por la muerte y el olvido como ese mismo amor que, aun destruida, ella sigue prodigando. Como si la simple memoria de esa historia fuera aquel amor que mana de un cuerpo exang&uuml;e, acribillado de agujeros. El terreno de esa historia es esta contradicci&oacute;n, este desgarramiento.&rdquo; <br /><strong>M. D.</strong></p>"|"tapa_020.jpg"|"India Song / La música"|NULL|"1"|"0"|NULL|NULL|NULL|NULL|"0"|"0"
"21"|"17"|"978-987-1228-02-3"|"352 / Precio: $ ---.-"|"Diego Bentivegna"|"<p>\"Pasolini sabe que el escribir cartas se trata no tanto de un reclamo como de una demanda: una demanda de amor (y de verdad) que, como tal, no tiene satisfacci&oacute;n posible o la tiene en un registro completamente diferente al del pedido: el registro del don, el registro de la ascesis o el registro del arte, que (como han se&ntilde;alado la mayor&iacute;a de los comentaristas de su obra) muchas veces se confunden. Gracias a estas cartas, lo que hay de sagrado y de puro en el arte de Pasolini y la fragilidad de su conciencia nos alcanzan, nos tocan, nos involucran, nos contagian.\"<br /><strong>Daniel Link</strong></p>"|"tapa_021.jpg"|"Pasiones heréticas"|"Correspondencia 1940-1975"|"1"|"0"|NULL|NULL|NULL|NULL|"0"|"0"
"23"|"16"|"978-987-1228-01-5"|"200 / Precio: $ 270.-"|"Diego Tatián"|"<p>M&eacute;dico y fil&oacute;sofo, Juli&aacute;n Offray de La Mettrie (1709-1751) fue un exponente mayor de neoepicure&iacute;smo materialista del siglo XVIII y su pensamiento una anomal&iacute;a salvaje en pleno siglo de Las Luces. Cr&iacute;tico del cartesianismo, heredero del atomismo antiguo y de la tradici&oacute;n libertina moderna, obtuvo la un&aacute;nime denostaci&oacute;n de todas las corrientes filos&oacute;ficas de su tiempo, no s&oacute;lo por la radicalidad de su mecanicismo, sino tambi&eacute;n por una &eacute;tica que afirma el placer sensible como sabidur&iacute;a de vida y la b&uacute;squeda de la felicidad individual como condici&oacute;n de una sociedad emancipada de los terrores teol&oacute;gicos y pol&iacute;ticos. Seg&uacute;n el autor del Discurso sobre la felicidad, la filosof&iacute;a revela el ideal asc&eacute;tico y el poder espectral que los remordimientos ejercen sobre las conciencias como puros dispositivos sacrificiales inventados por las religiones.</p>"|"tapa_023.jpg"|"Discurso sobre la felicidad - (2ª edición)"|NULL|"3"|"0"|NULL|NULL|NULL|NULL|"270"|"93"
"24"|"8"|"978-987-21615-7-7"|"96 / Precio: $ ---.-"|NULL|"<p>\"En <em>Jugar en noche oscura </em>la advocaci&oacute;n a San Juan de la Cruz no es caprichosa. El clima m&iacute;stico, metaf&iacute;sico y b&iacute;blico del gran poeta espa&ntilde;ol es, en todos los poemas que componen el libro, evocado y actualizado con una fuerza capaz de transportar ese esp&iacute;ritu a nuestros d&iacute;as, bajo luces de ne&oacute;n y en medio del tr&aacute;nsito metropolitano. Pero esa contemporaneidad (neta en el episodio de los j&oacute;venes amantes de \"Rostros detr&aacute;s de las ventanas\"), es responsable tambi&eacute;n de una ulterior carga de tragedia, de una tensa ansia por traspasar el l&iacute;mite y llegar a San Juan y a la esencia de ese \"transhumanar\" de Dante.\"<br /><strong><span class=\"referentes\">Enrique Butti</span></strong><em><br /></em></p><p><em><br /></em><span class=\"cuerpo\">\"Me gustan tus poemas, me gustan mucho much&iacute;simo, y no creo que nada te salga por carambola; no se acierta con el centro por casualidad, pero eso no te d&aacute; derecho a acusarme de hechicer&iacute;a, por m&aacute;s que me concentre para que te salgan bien. Y como ves lo voy logrando.\"</span><br /><span class=\"referentes\"><strong>Olga Orozco</strong></span><span class=\"referentes\">&nbsp;</span></p>"|"tapa_024.jpg"|"Jugar en noche oscura"|NULL|"8"|"0"|NULL|NULL|NULL|NULL|"0"|"0"
"25"|"19"|"978-987-1228-03-1"|"256 / Precio: $ 350.-"|"Silvio Mattoni"|"<p>El acontecimiento que signific&oacute; en Francia la aparici&oacute;n de <em>El fen&oacute;meno er&oacute;tico </em>(2003), est&aacute; relacionado con el surgimiento de una fenomenolog&iacute;a de la conciencia amorosa: al igual que Freud, Jean-Luc Marion considera \"el fen&oacute;meno er&oacute;tico\" de manera unitaria, sin separar el amor de <em>la carne </em>. Se trata de la constituci&oacute;n del sujeto por el amor, lo cual exige retomar en sus fuentes la filosof&iacute;a occidental, y poner t&eacute;rmino a la \"afasia er&oacute;tica\" que caracteriza a la metaf&iacute;sica desde la Edad Media hasta nuestros d&iacute;as y suprimir el olvido en el que se ha mantenido al amor (<em>philein</em>) en la filosof&iacute;a (<em>philo-sophia</em>), cristalizado en Descartes.</p>"|"tapa_025.jpg"|"El fenómeno erótico"|NULL|"2"|"0"|NULL|NULL|NULL|"Ediciones Literales"|"350"|"49"
"26"|"3"|"978-987-1228-04-1"|"304 / Precio: $ 330.-"|NULL|"<p>La novela antimilitarista del gran autor cordob&eacute;s, secuestrada por la dictadura al momento de su aparici&oacute;n. Ir&oacute;nica e implacable, esta obra es una disecci&oacute;n desopilante de la ideolog&iacute;a del autoritarismo a trav&eacute;s de las observaciones de un colimba que seduce a la esposa de un General golpista.</p><p>&nbsp;</p><p>&ldquo;<em>Vil &amp; Vil</em> es un fuerte alegato social, tomando datos y ejemplos de la realidad. Una novela compleja, rara por su estructura, que tiene tres niveles: uno militar, de conversaci&oacute;n lac&oacute;nica, de estilo seco, espartano. Otro nivel, el de la recapacitaci&oacute;n (an&aacute;lisis) que hace el asistente (conscripto) al escribir su diario; y finalmente el que ata&ntilde;e a la vida p&uacute;blica del general, su relaci&oacute;n con la familia y la de &eacute;sta con el conscripto. La polic&iacute;a lo secuestr&oacute;, y con el gobierno de Ra&uacute;l Alfons&iacute;n recuperamos la edici&oacute;n. Ahora, cuando lo reparto, la gente delira de gusto. Fue editado un a&ntilde;o antes del proceso, en el '75, en plena &eacute;gida peronista.&rdquo; <br /><strong>Juan Filloy (reportaje de M&oacute;nica Ambort, en <em>Juan Filloy. El escritor escondido</em>, Aguilar, 2000)</strong></p>"|"tapa_026.jpg"|"Vil & Vil"|"La gata parida"|"6"|"0"|NULL|NULL|NULL|NULL|"330"|"50"
"27"|"5"|"978-987-1228-05-8"|"144 / Precio: $ ---.-"|NULL|"<p>\"Misales, relatos er&oacute;ticos; suena a profanaci&oacute;n. Con un gesto que inici&oacute; Rub&eacute;n Dar&iacute;o y el modernismo, Marosa di Giorgio abre un aura sagrada y a la vez libertina, un amor casto y profano, una convivencia de lo m&iacute;stico y de lo carnal. Vuelve a unir lo que estaba dividido por milenios de dogma. Elabora una mimesis en que participa lo animal, lo humano y lo divino, en diversas combinaciones, un despliegue trabado, rico, que recuerda las Metamorfosis de Ovidio.&rdquo; <br /><strong>Roberto Echavarren </strong></p><p><em></em><br />\"La perturbadora sensualidad que define toda su creaci&oacute;n se transforma en estos relatos en franco erotismo. Cada cuento, cada \"misa\" explora, con inocencia y perversidad, misteriosos y diversos modos de lo er&oacute;tico. La tensa calidad de su escritura y la radical originalidad de su fantas&iacute;a ubican estos relatos en la mejor tradici&oacute;n del g&eacute;nero: la de lo exquisito sacr&iacute;lego.\"<br /><strong>Ana In&eacute;s Larre Borges</strong></p>"|"tapa_027.jpg"|"Misales"|NULL|"5"|"0"|NULL|NULL|NULL|NULL|"0"|"0"
